"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,5-methyl-2-propan-2-ylphenol,tetradecanoic acid,tetramethylazanium;chloride,tetradecanoic acid,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",phenyl 2-hydroxybenzoate,,,,,,,,
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol","(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,2-hydroxyethyl(trimethyl)azanium;chloride,1-ethyl-3-methylimidazol-3-ium;chloride,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol","(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","benzene-1,4-diol",,,,,,,,
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",cyclohexanecarboxylic acid,5-methyl-2-propan-2-ylphenol,decanoic acid,hexadecanoic acid,tetradecanoic acid,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","3,4,5-trihydroxybenzoic acid",,,,,,,,
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-phenylpropanoic acid,tetraethylazanium;chloride,hexadecanoic acid,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyacetic acid,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","2-hydroxypropane-1,2,3-tricarboxylic acid",,,,,,,,
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,5-methyl-2-propan-2-ylphenol,decanoic acid,tetrapropylazanium;chloride,hexadecanoic acid,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2S,3R)-2-amino-3-hydroxybutanoic acid",,,,,,,,
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,5-methyl-2-propan-2-ylphenol,undec-10-enoic acid,tetrabutylazanium;chloride,octadecan-1-ol,tetraethylazanium;chloride,hexadecanoic acid,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",(2S)-2-aminopentanedioic acid,,,,,,,,
trioctylphosphine oxide,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol","(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecan-1-ol,hexadecanoic acid,tetradecanoic acid,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",(2S)-2-amino-3-hydroxypropanoic acid,,,,,,,,
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-cyclohexylpropanoic acid,2-hydroxyethyl(trimethyl)azanium;chloride,urea,hexadecanoic acid,tetradecanoic acid,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecan-1-ol,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",(2S)-2-amino-4-methylsulfanylbutanoic acid,,,,,,,,
5-methyl-2-propan-2-ylphenol,decanoic acid,tetrabutylazanium;chloride,tetradecanoic acid,2-hydroxyethyl(trimethyl)azanium;chloride,1-ethyl-3-methylimidazol-3-ium;chloride,tetramethylazanium;chloride,tetradecanoic acid,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",2-acetyloxybenzoic acid,,,,,,,,
5-methyl-2-propan-2-ylphenol,tetradecan-1-ol,5-methyl-2-propan-2-ylphenol,octanoic acid,5-methyl-2-propan-2-ylphenol,hexadecanoic acid,tetraethylazanium;chloride,tetradecanoic acid,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,,,,,,,,
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-cyclohexylpropanoic acid,2-hydroxyethyl(trimethyl)azanium;chloride,phenol,tetramethylazanium;chloride,tetradecanoic acid,2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",2-(dimethylamino)ethyl 4-(butylamino)benzoate,,,,,,,,
2-hydroxyethyl(trimethyl)azanium;chloride,urea,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",tetramethylazanium;chloride,tetradecanoic acid,2-hydroxyethyl(trimethyl)azanium;chloride,hexadecan-1-ol,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",2-hydroxybutanedioic acid,,,,,,,,
5-methyl-2-propan-2-ylphenol,decanoic acid,2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",hexadecan-1-ol,5-methyl-2-propan-2-ylphenol,2-hydroxyethyl(trimethyl)azanium;chloride,pentanedioic acid,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol","2,3-dihydroxybutanedioic acid",,,,,,,,
5-methyl-2-propan-2-ylphenol,octanoic acid,5-methyl-2-propan-2-ylphenol,undec-10-enoic acid,"1,3-dithiane","1,2,3,4-tetrafluoro-5,6-diiodobenzene",tetraethylazanium;chloride,tetradecanoic acid,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",oxalic acid,,,,,,,,
decanoic acid,(Z)-octadec-9-enoic acid,2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxypropanoic acid,2-hydroxyethyl(trimethyl)azanium;chloride,benzyl-(2-hydroxyethyl)-dimethylazanium;chloride,hexadecanoic acid,tetradecanoic acid,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",Adiphenine,,,,,,,,
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-cyclohexylpropanoic acid,tetraethylazanium;chloride,tetradecanoic acid,hexadecanoic acid,tetradecanoic acid,2-(trimethylazaniumyl)acetate,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",5-methyl-2-propan-2-ylphenol,,,,,,,,
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecan-1-ol,octanoic acid,dodecanoic acid,"1,3-dithiane","1,2,3,4-tetrafluoro-5,6-diiodobenzene",2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S)-oxane-2,3,4,5-tetrol",2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol","4-amino-N-(1,3-thiazol-2-yl)benzenesulfonamide",,,,,,,,
tetrabutylazanium;chloride,tetradecanoic acid,Lidocaine,DL-camphor,hexadecan-1-ol,5-methyl-2-propan-2-ylphenol,Pimelic Acid,[N3333]Br,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol","2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",,,,,,,,
5-methyl-2-propan-2-ylphenol,octanoic acid,2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dimethylphenol",hexadecan-1-ol,5-methyl-2-propan-2-ylphenol,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",4-chloro-5-methyl-2-propan-2-ylphenol,,,,,,,,
5-methyl-2-propan-2-ylphenol,undec-10-enoic acid,Caprylic Acid,Capric Acid,tetrabutylazanium;chloride,octadecan-1-ol,tetrapropylazanium;chloride,hexadecanoic acid,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol","(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",N-(4-hydroxyphenyl)acetamide,,,,,,,,
